,1st_Dose_Uptake_%,2nd_Dose_Uptake_%,MSOA11CD,MSOA11NM,all_bame_prop,all_black_prop,pakistani_or_bangladeshi_prop,all_indian_prop,Region,Borough,Code,Unnamed: 10
Redbridge,,67.30322581,E02000757,Redbridge 007,0.265283084,0.044720389,0.040465439,0.064084752,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000758,Redbridge 008,0.511002856,0.099445658,0.109356627,0.141105325,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000759,Redbridge 009,0.371969445,0.104865493,0.074227831,0.059199601,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000760,Redbridge 010,0.46284318,0.081356907,0.106511427,0.108092569,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000762,Redbridge 012,0.624801272,0.058505564,0.185691574,0.212082671,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000763,Redbridge 013,0.602049654,0.098152425,0.134815242,0.171045035,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000764,Redbridge 014,0.301980615,0.041719343,0.066666667,0.087905605,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000765,Redbridge 015,0.659914543,0.060927362,0.180566545,0.205728755,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000767,Redbridge 017,0.623030462,0.072085084,0.14167542,0.193539916,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000768,Redbridge 018,0.303180212,0.053886926,0.072261484,0.074911661,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000769,Redbridge 019,0.568983657,0.165883426,0.141544504,0.12485095,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000770,Redbridge 020,0.751256281,0.090320021,0.206691351,0.23194922,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000772,Redbridge 022,0.73181475,0.11213189,0.219984898,0.231059653,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000773,Redbridge 023,0.789845619,0.104805392,0.222004784,0.231898239,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000774,Redbridge 024,0.806594625,0.106954835,0.233998337,0.281241341,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000776,Redbridge 026,0.762397991,0.085844319,0.253138732,0.291588198,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000777,Redbridge 027,0.29763726,0.073771885,0.063233044,0.051844297,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000779,Redbridge 029,0.787253258,0.085408334,0.250032254,0.284479422,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000780,Redbridge 030,0.842424656,0.108823128,0.303695623,0.252147825,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000781,Redbridge 031,0.732884728,0.091793446,0.271869514,0.228349912,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000782,Redbridge 032,0.84164065,0.148132199,0.334912262,0.1775218,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02000783,Redbridge 033,0.825361819,0.171605789,0.325568573,0.128738801,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02006800,Redbridge 034,0.752314638,0.109878338,0.244012549,0.250975591,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02006924,Redbridge 035,0.75399061,0.080985915,0.284037559,0.245305164,East,Redbridge,E09000026,
Redbridge,,67.30322581,E02006925,Redbridge 036,0.710067215,0.047277396,0.226417944,0.24446794,East,Redbridge,E09000026,
Richmond upon Thames,78.93043478,,E02000784,Richmond upon Thames 001,0.142829401,0.015341295,0.008544519,0.015632586,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000785,Richmond upon Thames 002,0.121299639,0.00814853,0.006291903,0.025373904,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000786,Richmond upon Thames 003,0.116860518,0.014653357,0.00842568,0.007967763,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000787,Richmond upon Thames 004,0.189450223,0.023216939,0.015508915,0.029531947,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000788,Richmond upon Thames 005,0.103543488,0.008398527,0.007248044,0.011734929,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000789,Richmond upon Thames 006,0.142834087,0.009199484,0.006617172,0.023886378,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000790,Richmond upon Thames 007,0.100597449,0.008558049,0.00371387,0.019538188,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000791,Richmond upon Thames 008,0.124816686,0.011406225,0.001466515,0.017435229,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000792,Richmond upon Thames 009,0.099155816,0.008012591,0.007297181,0.020031478,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000793,Richmond upon Thames 010,0.228884511,0.024008865,0.021792662,0.070056636,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000794,Richmond upon Thames 011,0.149947042,0.009835073,0.016341353,0.036616735,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000795,Richmond upon Thames 012,0.114815889,0.013772108,0.008843143,0.020585677,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000796,Richmond upon Thames 013,0.304373121,0.037525453,0.045282653,0.093862116,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000797,Richmond upon Thames 014,0.100874051,0.009743516,0.005301619,0.019343746,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000798,Richmond upon Thames 015,0.159954407,0.017667173,0.01443769,0.036094225,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000799,Richmond upon Thames 016,0.100077942,0.011223694,0.004208885,0.018550273,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000800,Richmond upon Thames 017,0.169560185,0.022955247,0.005594136,0.02179784,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000801,Richmond upon Thames 018,0.085502421,0.008474576,0.006355932,0.016192494,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000802,Richmond upon Thames 019,0.102712317,0.010819624,0.010819624,0.017044612,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000803,Richmond upon Thames 020,0.162884841,0.023010547,0.012357516,0.031746032,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000804,Richmond upon Thames 021,0.093160709,0.009006473,0.003799606,0.018716578,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000805,Richmond upon Thames 022,0.114176695,0.015654046,0.005772429,0.018002152,South,Richmond upon Thames,E09000027,
Richmond upon Thames,78.93043478,,E02000806,Richmond upon Thames 023,0.113069604,0.010415623,0.006009014,0.02674011,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000784,Richmond upon Thames 001,0.142829401,0.015341295,0.008544519,0.015632586,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000785,Richmond upon Thames 002,0.121299639,0.00814853,0.006291903,0.025373904,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000786,Richmond upon Thames 003,0.116860518,0.014653357,0.00842568,0.007967763,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000787,Richmond upon Thames 004,0.189450223,0.023216939,0.015508915,0.029531947,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000788,Richmond upon Thames 005,0.103543488,0.008398527,0.007248044,0.011734929,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000789,Richmond upon Thames 006,0.142834087,0.009199484,0.006617172,0.023886378,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000790,Richmond upon Thames 007,0.100597449,0.008558049,0.00371387,0.019538188,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000791,Richmond upon Thames 008,0.124816686,0.011406225,0.001466515,0.017435229,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000792,Richmond upon Thames 009,0.099155816,0.008012591,0.007297181,0.020031478,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000793,Richmond upon Thames 010,0.228884511,0.024008865,0.021792662,0.070056636,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000794,Richmond upon Thames 011,0.149947042,0.009835073,0.016341353,0.036616735,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000795,Richmond upon Thames 012,0.114815889,0.013772108,0.008843143,0.020585677,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000796,Richmond upon Thames 013,0.304373121,0.037525453,0.045282653,0.093862116,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000797,Richmond upon Thames 014,0.100874051,0.009743516,0.005301619,0.019343746,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000798,Richmond upon Thames 015,0.159954407,0.017667173,0.01443769,0.036094225,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000799,Richmond upon Thames 016,0.100077942,0.011223694,0.004208885,0.018550273,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000800,Richmond upon Thames 017,0.169560185,0.022955247,0.005594136,0.02179784,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000801,Richmond upon Thames 018,0.085502421,0.008474576,0.006355932,0.016192494,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000802,Richmond upon Thames 019,0.102712317,0.010819624,0.010819624,0.017044612,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000803,Richmond upon Thames 020,0.162884841,0.023010547,0.012357516,0.031746032,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000804,Richmond upon Thames 021,0.093160709,0.009006473,0.003799606,0.018716578,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000805,Richmond upon Thames 022,0.114176695,0.015654046,0.005772429,0.018002152,South,Richmond upon Thames,E09000027,
Richmond upon Thames,,75.92608696,E02000806,Richmond upon Thames 023,0.113069604,0.010415623,0.006009014,0.02674011,South,Richmond upon Thames,E09000027,
Southwark,68.02727273,,E02000807,Southwark 001,0.321664862,0.064477325,0.011909058,0.051966799,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000808,Southwark 002,0.358932103,0.134146341,0.025269172,0.046253571,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000809,Southwark 003,0.293911707,0.103150884,0.011356844,0.038510802,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000810,Southwark 004,0.38648294,0.198053368,0.012029746,0.021325459,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000812,Southwark 006,0.479980564,0.245286686,0.031389699,0.038872692,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000813,Southwark 007,0.415085555,0.210918403,0.014899313,0.015946921,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000814,Southwark 008,0.328594545,0.101826167,0.007397134,0.031437818,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000815,Southwark 009,0.50330922,0.202708943,0.069108819,0.048022164,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000816,Southwark 010,0.373659184,0.205573372,0.006634966,0.015813336,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000817,Southwark 011,0.412380659,0.25500462,0.011549122,0.01539883,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000818,Southwark 012,0.46548978,0.267985134,0.024688081,0.013273162,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000819,Southwark 013,0.499819603,0.292603728,0.019242333,0.020444979,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000820,Southwark 014,0.445489827,0.251205457,0.021168999,0.013171822,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000821,Southwark 015,0.638325781,0.41342714,0.037085619,0.005008347,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000822,Southwark 016,0.595734188,0.396252003,0.034521021,0.010356306,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000823,Southwark 017,0.510927195,0.314884262,0.020431915,0.010474589,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000824,Southwark 018,0.701086957,0.512855351,0.015259197,0.005748328,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000825,Southwark 019,0.739765779,0.545030573,0.021142087,0.008705565,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000826,Southwark 020,0.571332133,0.38040054,0.022052205,0.011476148,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000827,Southwark 021,0.629211314,0.438169708,0.017955401,0.013804421,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000828,Southwark 022,0.677203865,0.46224502,0.023738518,0.010855302,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000829,Southwark 023,0.586004428,0.41293676,0.012802002,0.012609491,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000830,Southwark 024,0.390529876,0.23416009,0.016121759,0.012514092,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000831,Southwark 025,0.43463425,0.273405843,0.016421412,0.014502026,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000832,Southwark 026,0.560040161,0.396586345,0.019477912,0.010441767,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000833,Southwark 027,0.524822695,0.325209542,0.01521599,0.021276596,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000834,Southwark 028,0.29796717,0.158495489,0.007174693,0.019676052,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000835,Southwark 029,0.386263129,0.256218905,0.01119403,0.015201769,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000836,Southwark 030,0.258859223,0.136650485,0.008980583,0.015291262,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000837,Southwark 031,0.187341772,0.05976885,0.007154651,0.026637314,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000838,Southwark 032,0.302069717,0.172984749,0.015795207,0.018082789,Central,Southwark,E09000028,
Southwark,68.02727273,,E02000839,Southwark 033,0.361249378,0.195246391,0.013937282,0.030238925,Central,Southwark,E09000028,
Southwark,68.02727273,,E02006802,Southwark 034,0.430875276,0.192482768,0.04851086,0.023019899,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000807,Southwark 001,0.321664862,0.064477325,0.011909058,0.051966799,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000808,Southwark 002,0.358932103,0.134146341,0.025269172,0.046253571,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000809,Southwark 003,0.293911707,0.103150884,0.011356844,0.038510802,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000810,Southwark 004,0.38648294,0.198053368,0.012029746,0.021325459,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000812,Southwark 006,0.479980564,0.245286686,0.031389699,0.038872692,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000813,Southwark 007,0.415085555,0.210918403,0.014899313,0.015946921,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000814,Southwark 008,0.328594545,0.101826167,0.007397134,0.031437818,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000815,Southwark 009,0.50330922,0.202708943,0.069108819,0.048022164,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000816,Southwark 010,0.373659184,0.205573372,0.006634966,0.015813336,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000817,Southwark 011,0.412380659,0.25500462,0.011549122,0.01539883,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000818,Southwark 012,0.46548978,0.267985134,0.024688081,0.013273162,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000819,Southwark 013,0.499819603,0.292603728,0.019242333,0.020444979,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000820,Southwark 014,0.445489827,0.251205457,0.021168999,0.013171822,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000821,Southwark 015,0.638325781,0.41342714,0.037085619,0.005008347,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000822,Southwark 016,0.595734188,0.396252003,0.034521021,0.010356306,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000823,Southwark 017,0.510927195,0.314884262,0.020431915,0.010474589,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000824,Southwark 018,0.701086957,0.512855351,0.015259197,0.005748328,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000825,Southwark 019,0.739765779,0.545030573,0.021142087,0.008705565,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000826,Southwark 020,0.571332133,0.38040054,0.022052205,0.011476148,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000827,Southwark 021,0.629211314,0.438169708,0.017955401,0.013804421,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000828,Southwark 022,0.677203865,0.46224502,0.023738518,0.010855302,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000829,Southwark 023,0.586004428,0.41293676,0.012802002,0.012609491,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000830,Southwark 024,0.390529876,0.23416009,0.016121759,0.012514092,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000831,Southwark 025,0.43463425,0.273405843,0.016421412,0.014502026,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000832,Southwark 026,0.560040161,0.396586345,0.019477912,0.010441767,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000833,Southwark 027,0.524822695,0.325209542,0.01521599,0.021276596,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000834,Southwark 028,0.29796717,0.158495489,0.007174693,0.019676052,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000835,Southwark 029,0.386263129,0.256218905,0.01119403,0.015201769,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000836,Southwark 030,0.258859223,0.136650485,0.008980583,0.015291262,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000837,Southwark 031,0.187341772,0.05976885,0.007154651,0.026637314,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000838,Southwark 032,0.302069717,0.172984749,0.015795207,0.018082789,Central,Southwark,E09000028,
Southwark,,63.51515152,E02000839,Southwark 033,0.361249378,0.195246391,0.013937282,0.030238925,Central,Southwark,E09000028,
Southwark,,63.51515152,E02006802,Southwark 034,0.430875276,0.192482768,0.04851086,0.023019899,Central,Southwark,E09000028,
Sutton,80.975,,E02000840,Sutton 001,0.251988741,0.084077836,0.016888998,0.020070983,South,Sutton,E09000029,
Sutton,80.975,,E02000841,Sutton 002,0.272560486,0.074762069,0.029354432,0.017658525,South,Sutton,E09000029,
Sutton,80.975,,E02000842,Sutton 003,0.225280459,0.04109053,0.02087138,0.034568223,South,Sutton,E09000029,
Sutton,80.975,,E02000843,Sutton 004,0.203202135,0.067911941,0.017078052,0.017878586,South,Sutton,E09000029,
Sutton,80.975,,E02000844,Sutton 005,0.192184085,0.069674765,0.01362643,0.020182543,South,Sutton,E09000029,
Sutton,80.975,,E02000845,Sutton 006,0.199052667,0.018157212,0.01826999,0.028532762,South,Sutton,E09000029,
Sutton,80.975,,E02000846,Sutton 007,0.219339288,0.046505033,0.028640295,0.0311924,South,Sutton,E09000029,
Sutton,80.975,,E02000847,Sutton 008,0.16924301,0.016935667,0.014889748,0.026596954,South,Sutton,E09000029,
Sutton,80.975,,E02000848,Sutton 009,0.177462289,0.016858917,0.019394093,0.020534922,South,Sutton,E09000029,
Sutton,80.975,,E02000849,Sutton 010,0.193453574,0.053573814,0.016432866,0.024315297,South,Sutton,E09000029,
Sutton,80.975,,E02000850,Sutton 011,0.235134349,0.079154137,0.018333495,0.034241925,South,Sutton,E09000029,
Sutton,80.975,,E02000851,Sutton 012,0.24909964,0.068427371,0.021008403,0.033493397,South,Sutton,E09000029,
Sutton,80.975,,E02000852,Sutton 013,0.17110573,0.035647027,0.011299435,0.022464353,South,Sutton,E09000029,
Sutton,80.975,,E02000853,Sutton 014,0.209035827,0.03780295,0.01975764,0.032534247,South,Sutton,E09000029,
Sutton,80.975,,E02000854,Sutton 015,0.126601887,0.029150824,0.006618786,0.019011407,South,Sutton,E09000029,
Sutton,80.975,,E02000855,Sutton 016,0.16977013,0.016694491,0.021574419,0.034416335,South,Sutton,E09000029,
Sutton,80.975,,E02000856,Sutton 017,0.226516634,0.043052838,0.022015656,0.041952055,South,Sutton,E09000029,
Sutton,80.975,,E02000857,Sutton 018,0.261859583,0.044528779,0.030487034,0.062998102,South,Sutton,E09000029,
Sutton,80.975,,E02000858,Sutton 019,0.273696528,0.084774412,0.026134443,0.031985438,South,Sutton,E09000029,
Sutton,80.975,,E02000859,Sutton 020,0.184690753,0.052173913,0.012124923,0.024004899,South,Sutton,E09000029,
Sutton,80.975,,E02000860,Sutton 021,0.26783364,0.059620953,0.025796262,0.045275072,South,Sutton,E09000029,
Sutton,80.975,,E02000861,Sutton 022,0.172468988,0.025476857,0.018407363,0.046685341,South,Sutton,E09000029,
Sutton,80.975,,E02000863,Sutton 024,0.237003298,0.056227423,0.024187215,0.067378671,South,Sutton,E09000029,
Sutton,80.975,,E02006836,Sutton 025,0.231680774,0.022249093,0.02382104,0.081499395,South,Sutton,E09000029,
Sutton,,77.5125,E02000840,Sutton 001,0.251988741,0.084077836,0.016888998,0.020070983,South,Sutton,E09000029,
Sutton,,77.5125,E02000841,Sutton 002,0.272560486,0.074762069,0.029354432,0.017658525,South,Sutton,E09000029,
Sutton,,77.5125,E02000842,Sutton 003,0.225280459,0.04109053,0.02087138,0.034568223,South,Sutton,E09000029,
Sutton,,77.5125,E02000843,Sutton 004,0.203202135,0.067911941,0.017078052,0.017878586,South,Sutton,E09000029,
Sutton,,77.5125,E02000844,Sutton 005,0.192184085,0.069674765,0.01362643,0.020182543,South,Sutton,E09000029,
Sutton,,77.5125,E02000845,Sutton 006,0.199052667,0.018157212,0.01826999,0.028532762,South,Sutton,E09000029,
Sutton,,77.5125,E02000846,Sutton 007,0.219339288,0.046505033,0.028640295,0.0311924,South,Sutton,E09000029,
Sutton,,77.5125,E02000847,Sutton 008,0.16924301,0.016935667,0.014889748,0.026596954,South,Sutton,E09000029,
Sutton,,77.5125,E02000848,Sutton 009,0.177462289,0.016858917,0.019394093,0.020534922,South,Sutton,E09000029,
Sutton,,77.5125,E02000849,Sutton 010,0.193453574,0.053573814,0.016432866,0.024315297,South,Sutton,E09000029,
Sutton,,77.5125,E02000850,Sutton 011,0.235134349,0.079154137,0.018333495,0.034241925,South,Sutton,E09000029,
Sutton,,77.5125,E02000851,Sutton 012,0.24909964,0.068427371,0.021008403,0.033493397,South,Sutton,E09000029,
Sutton,,77.5125,E02000852,Sutton 013,0.17110573,0.035647027,0.011299435,0.022464353,South,Sutton,E09000029,
Sutton,,77.5125,E02000853,Sutton 014,0.209035827,0.03780295,0.01975764,0.032534247,South,Sutton,E09000029,
Sutton,,77.5125,E02000854,Sutton 015,0.126601887,0.029150824,0.006618786,0.019011407,South,Sutton,E09000029,
Sutton,,77.5125,E02000855,Sutton 016,0.16977013,0.016694491,0.021574419,0.034416335,South,Sutton,E09000029,
Sutton,,77.5125,E02000856,Sutton 017,0.226516634,0.043052838,0.022015656,0.041952055,South,Sutton,E09000029,
Sutton,,77.5125,E02000857,Sutton 018,0.261859583,0.044528779,0.030487034,0.062998102,South,Sutton,E09000029,
Sutton,,77.5125,E02000858,Sutton 019,0.273696528,0.084774412,0.026134443,0.031985438,South,Sutton,E09000029,
Sutton,,77.5125,E02000859,Sutton 020,0.184690753,0.052173913,0.012124923,0.024004899,South,Sutton,E09000029,
Sutton,,77.5125,E02000860,Sutton 021,0.26783364,0.059620953,0.025796262,0.045275072,South,Sutton,E09000029,
Sutton,,77.5125,E02000861,Sutton 022,0.172468988,0.025476857,0.018407363,0.046685341,South,Sutton,E09000029,
Sutton,,77.5125,E02000863,Sutton 024,0.237003298,0.056227423,0.024187215,0.067378671,South,Sutton,E09000029,
Sutton,,77.5125,E02006836,Sutton 025,0.231680774,0.022249093,0.02382104,0.081499395,South,Sutton,E09000029,
Tower Hamlets,68.2125,,E02000864,Tower Hamlets 001,0.448113776,0.119922864,0.221646378,0.011932024,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000865,Tower Hamlets 002,0.530563041,0.078428592,0.340235428,0.014324209,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000866,Tower Hamlets 003,0.345166632,0.069861312,0.166011178,0.017594701,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000867,Tower Hamlets 004,0.421063416,0.069767442,0.20346276,0.026431718,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000868,Tower Hamlets 005,0.455669481,0.055036188,0.292219542,0.010856454,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000869,Tower Hamlets 006,0.436985101,0.078177038,0.250131464,0.009640666,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000870,Tower Hamlets 007,0.459780763,0.059904277,0.287478771,0.011733827,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000871,Tower Hamlets 008,0.719823071,0.121406123,0.469910371,0.018856943,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000872,Tower Hamlets 009,0.510598587,0.062258366,0.335421944,0.013464871,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000873,Tower Hamlets 010,0.574773327,0.069436474,0.349936876,0.025020085,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000874,Tower Hamlets 011,0.662926077,0.074765044,0.473418432,0.015429934,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000875,Tower Hamlets 012,0.652436441,0.11684322,0.411334746,0.013241525,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000876,Tower Hamlets 013,0.623276965,0.060679267,0.442518119,0.018900099,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000877,Tower Hamlets 014,0.679689891,0.098949301,0.471794349,0.019177803,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000878,Tower Hamlets 015,0.547345907,0.04472098,0.389947501,0.021388295,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000879,Tower Hamlets 016,0.593266964,0.057374902,0.415640555,0.016505109,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000880,Tower Hamlets 017,0.635387812,0.048476454,0.461045706,0.022160665,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000881,Tower Hamlets 018,0.652337531,0.119988421,0.408886959,0.01389492,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000882,Tower Hamlets 019,0.704207345,0.071594607,0.534751278,0.017433752,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000883,Tower Hamlets 020,0.622767296,0.113836478,0.393710692,0.01245283,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000884,Tower Hamlets 021,0.580343385,0.041492406,0.394122826,0.029605987,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000885,Tower Hamlets 022,0.697026831,0.07382161,0.517766497,0.01653372,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000886,Tower Hamlets 023,0.505323505,0.062517063,0.282555283,0.029484029,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000887,Tower Hamlets 024,0.621939954,0.096535797,0.396997691,0.016512702,East,Tower Hamlets,E09000030,
Tower Hamlets,68.2125,,E02000888,Tower Hamlets 025,0.600365186,0.070359099,0.396348144,0.032744979,East,Tower Hamlets,E09000030,
